basepk,chunk_index,topic,procedural_score,error
2200316,0,government spending and national policy,0.0,
2200316,1,municipalities spending tax moneys before budgets,0.0,
2200321,0,National Economic Development Board Act,0.25,
2200486,0,statement regarding question,0.75,
2200529,0,international north Pacific fisheries commission,0.0,
2200657,0,full employment,0.25,
2200657,1,unemployment in British Columbia timber industry,0.0,
2200657,2,winter works program and economic development,0.25,
2200657,3,financing of municipal works,0.0,
2200657,4,municipal credit board for public works,0.25,
2200672,0,consultation on economic organizations,0.25,
2200672,1,appointments to national productivity council,0.0,
2200672,2,appointment to national economic development board,0.0,
2200672,3,national economic board appointment and purpose,0.0,
2200672,4,consultation on board appointments,0.0,
2200749,0,member criticism,0.75,
2200749,1,productivity council report on bill,0.0,
2200751,0,government acceptance of amendment,0.25,
2200751,1,consultation on labour appointments,0.25,
2200751,2,appointments to boards and commissions,0.25,
2200793,0,fair prices through supply and demand,0.0,
2200818,0,guarantees in elections,0.5,
2200820,0,economic policy formulation assistance funds,0.0,
2200820,1,National Economic Development Board,0.0,
2200820,2,economic planning and ministry survival,0.25,
2200820,3,qualifications for economic advisor to cabinet,0.0,
2200820,4,appointments to economic course setting,0.25,
2200820,5,pensions and responsible economic policy,0.25,
2200823,0,economic and financial policy,0.25,
2200924,0,St. Eustache post office enlargement,0.0,
2200955,0,unemployment insurance fund,0.0,
2201083,0,trans-Canada highway funding,0.0,
2201111,0,correction of press error,0.25,
2201134,0,election campaign statements on economy,0.25,
2201134,1,Conservative election predictions on employment,0.25,
2201134,2,unemployment statistics and government statements,0.0,
2201134,3,unemployment rate statistics,0.0,
2201134,4,unemployment rate and economic performance,0.0,
2201134,5,criticism of government economic policy,0.25,
2201137,0,minister's foreign exchange position,0.25,
2201175,0,creation of a committee,0.5,
2201195,0,improving parliamentary procedures,0.25,
2201195,1,improving parliamentary procedures,0.25,
2201195,2,reform of house procedures and debate length,0.5,
2201195,3,length of speeches in parliament,0.5,
2201195,4,time limits for speeches,0.5,
2201195,5,parliamentary procedure reform,0.25,
2201223,0,United States government statements,0.25,
2201267,0,urgency of debate on motions,0.5,
2201267,1,urgency of debate on a motion,0.75,
2201267,2,US state department statement on Canadian public interest,0.25,
2201267,3,urgency of debate under standing order 26,0.75,
2201267,4,adjournment motion on urgent matter,0.75,
2201272,0,United States-Canadian joint negotiations,0.25,
2201335,0,suspension of private members' hour,0.75,
2201385,0,general terms of a motion,0.5,
2201385,1,correspondence on surcharge and imports order,0.0,
2201399,0,privileged advice to government officials,0.0,
2201407,0,legality of surcharges,0.25,
2201411,0,role of the clerk of the privy council,0.25,
2201423,0,parliamentary principle vs bureaucratic control,0.5,
2201445,0,order of business,1.0,
2201462,0,legality of orders in council,0.25,
2201475,0,defence policy and continental defence,0.25,
2201503,0,defence policy statements,0.0,
2201503,1,anti-nuclear speeches,0.25,
2201553,0,NATO unity and Prime Minister's remarks,0.25,
2201588,0,Canada-United States defence committee,0.0,
2201715,0,unemployment insurance act amendments,0.0,
2201747,0,family living costs and unemployment insurance,0.0,
2201747,1,unemployment insurance benefits adequacy,0.0,
2201747,2,unemployment insurance and welfare benefits,0.0,
2201747,3,unemployment and national tragedy,0.0,
2201747,4,parliamentary salaries and unemployment insurance,0.75,
2201820,0,unemployment benefits figures,0.25,
2201824,0,unemployment figures and parliamentary awareness,0.0,
2201824,1,unemployment insurance fund balance,0.0,
2201824,2,unemployment insurance fund balance,0.0,
2201835,0,provincial-federal government responsibilities,0.25,
2201858,0,labour estimates,0.5,
2201861,0,Industrial Supply-Labour Relations and Disputes Investigation Act,0.0,
2201861,1,compulsory union dues and membership,0.0,
2201861,2,amendment to industrial relations act,0.25,
2201861,3,suggestion to Social Credit party,0.25,
2201861,4,political strategy and party alliances,0.5,
2201861,5,Canadian trainmen's union material distribution,0.0,
2201861,6,check-off of union dues,0.25,
2201861,7,Industrial Relations and Disputes Investigation Act,0.25,
2201861,8,check-off for labour union men,0.25,
2201861,9,personal implications of recent upsurge,0.25,
2201861,10,labour unions and railway employment,0.0,
2201861,11,railway unions and Canadian nationalism,0.25,
2201861,12,Canadian railway unions and labour relations,0.0,
2201891,0,welfare of the people of Canada,0.25,
2201893,0,private member's bill on government responsibility,0.25,
2201893,1,amendment to the Criminal Code,0.0,
2201893,2,private enterprise and pollution control,0.0,
2201920,0,resignation as minister of national defence,0.5,
2201920,1,nuclear arms for European forces,0.0,
2201920,2,"resignation from cabinet, nuclear weapons policy",0.25,
2201976,0,public works on Grand Cascapedia river,0.0,
2202014,0,preservation of Sir John Johnson house,0.0,
2202068,0,civil service employment of Yvon Guimond,0.0,
2202112,0,parliamentary defence committee,0.25,
2202294,0,order of debate on amendments,0.75,
2202294,1,fairness of debate on amendments,0.75,
2202294,2,orderly debate and control of discussion,0.75,
2202355,0,government responsibility and election timing,0.25,
2202355,1,debate on supply motions and estimates,0.25,
2202364,0,praise for Canadian people,0.25,
2202471,0,opposition responsibility and government business,0.75,
2202511,0,minister's report on NATO commitments,0.0,
2202511,1,government reporting on NATO commitments,0.25,
2202517,0,Canada's NATO commitment,0.0,
2202517,1,Canada-US defence relations,0.0,
2202645,0,butter consumer subsidy,0.0,
2202703,0,wheat sales negotiations,0.25,
2202704,0,Canadian wheat board export performance,0.0,
2202722,0,north Pacific fisheries commission policy,0.25,
2202726,0,salmon runs and hydro installations,0.0,
2202737,0,federal assistance for technical schools,0.0,
2202856,0,parliamentary strategy and economic fears,0.5,
2202856,1,supply bills and Governor General's warrants,0.25,
2202942,0,media coverage of political parties,0.5,
2202944,0,opposition criticism of government,0.75,
2202967,0,adjournment of the house,0.75,
2202980,0,Mr. Macnaughton's nomination as Speaker,0.25,
2202982,0,nomination of Mr. Macnaughton to Speaker's chair,0.25,
2202982,1,election of Speaker,0.75,
2202982,2,parliamentary tradition and the role of the speaker,0.25,
2203030,0,Quebec tax transfer request,0.0,
2203078,0,winter works incentive program,0.25,
2203119,0,parliamentary consultation on nuclear warheads,0.25,
2203140,0,Minister of Veterans Affairs misleading public,0.25,
2203185,0,departmental documents review,0.25,
2203594,0,legal actions against government,0.25,
2203617,0,drugs and food contamination,0.0,
2203618,0,fisheries committee study,0.25,
2203667,0,national fishery development and 12-mile limit,0.0,
2203667,1,international fisheries agreement,0.0,
2203667,2,railway payments and long term transportation measures,0.0,
2203667,3,contributory pensions and train service,0.25,
2203667,4,contributory pensions and survivor benefits,0.0,
2203667,5,parliamentary representation and procedure,0.25,
2203667,6,parliamentary procedure and sitting hours,0.5,
2203667,7,parliamentary procedure reform,0.75,
2203667,8,address on the throne economic and social advance,0.25,
2203711,0,parliamentary indecision and leadership failure,0.5,
2203711,1,parliamentary responsibility and government action,0.2,
2203759,0,establishment of department of industry,0.0,
2203759,1,area development agency and salaries act amendment,0.0,
2203763,0,ministers of agriculture for east and west,0.0,
2203833,0,Stanley park sea wall grant,0.0,
2203869,0,ministerial responsibility and constituency questions,0.5,
2203999,0,Canada's NATO defence commitments,0.0,
2203999,1,Canada's NATO commitments and F-104 delivery,0.0,
2203999,2,Canada's nuclear arms commitment in NATO,0.25,
2203999,3,bilateral agreement on nuclear arms,0.0,
2203999,4,NATO nuclear deterrent and disarmament,0.0,
2203999,5,NATO nuclear tactical deterrent and disarmament,0.0,
2204000,0,commitment and negotiation on an agreement,0.0,
2204001,0,collective defence means,0.0,
2204001,1,nuclear warheads for air division,0.0,
2204090,0,NATO disengagement and Soviet proposal,0.0,
2204211,0,North American forestry commission meeting,0.0,
2204269,0,notice of bond issues,0.25,
2204279,0,congratulations to Speaker and appreciation for speeches,0.75,
2204279,1,Prime Minister Pearson's role in NATO,0.0,
2204279,2,election campaign and speech from the throne,0.25,
2204279,3,Conservative candidate's campaign activities,0.25,
2204279,4,election campaign irregularities and candidate eligibility,0.5,
2204406,0,questions on orders of the day,0.75,
2204502,0,abolition of taxes based on savings,0.25,
2204567,0,party leadership and representation of common people,0.25,
2204567,1,John Diefenbaker Conservative party,0.75,
2204589,0,Canada's economic performance under Diefenbaker,0.0,
2204589,1,Atlantic development board legislation,0.25,
2204589,2,unemployment and government appointments,0.25,
2204595,0,timber board layoffs and unemployment,0.25,
2204603,0,unemployment and departmental improvement,0.0,
2204603,1,criticism of government agricultural policy,0.25,
2204607,0,national economic development council,0.0,
2204607,1,new department of industry,0.0,
2204607,2,stimulating scientific and industrial research,0.0,
2204607,3,industrial innovation and employment,0.0,
2204607,4,Canadian ownership in industry,0.0,
2204607,5,uranium processing and export,0.0,
2204607,6,selling off crown corporations,0.0,
2204607,7,promoting Canadian ownership of industry,0.0,
2204607,8,subsidies for declining industries vs. economic industries,0.0,
2204607,9,economic policy and individual freedom,0.1,
2204607,10,budget deficits and international balance of payments,0.0,
2204607,11,economic projections and national debt,0.0,
2204607,12,national economic council and department of industry,0.1,
2204633,0,municipal loan fund for job creation,0.0,
2204633,1,department of industry to solve technical problems,0.0,
2204633,2,encouraging research and development,0.0,
2204633,3,industry department and tariff policy,0.0,
2204633,4,encouraging domestic industry and production,0.0,
2204633,5,Canadian development corporation financing,0.0,
2204633,6,providing risk capital for industry,0.0,
2204633,7,retraining for jobs affected by automation,0.0,
2204633,8,economic recovery programs,0.0,
2204663,0,commonwealth trading arrangement,0.25,
2204663,1,commonwealth trade and GATT conference,0.0,
2204663,2,GATT trade negotiations and trade adjustment act,0.0,
2204663,3,compensation for economic dislocation from tariff adjustments,0.25,
2204705,0,question period notice,0.75,
2204742,0,printing of Hansard proceedings,0.75,
2204755,0,point of order regarding proofs,0.75,
2204755,1,access to Hansard record,0.75,
2204763,0,question of privilege regarding Postmaster General's statement,0.75,
2204763,1,Postmaster General's statement on contravening act,0.25,
2204852,0,parliamentary reform and efficiency,0.25,
2204852,1,British North America Act and confederation,0.0,
2204852,2,BNA Act interpretation and Quebec's place in confederation,0.0,
2204949,0,ending debate on government business,0.75,
2204949,1,order of business,0.75,
2204949,2,interim supply for agriculture estimates,0.25,
2204961,0,ministerial conduct in agriculture,0.25,
2205017,0,export volume and profits for forest industry,0.0,
2205025,0,federal penitentiary site location,0.0,
2205042,0,sugar price increase and supply,0.0,
2205062,0,provincial program applications,0.25,
2205084,0,air transport board regulation,0.0,
2205187,0,rules of the house,0.75,
2205201,0,forged statement by Secretary of State,0.25,
2205209,0,question of privilege regarding forged letter,0.75,
2205237,0,removal of Mr. McKay,0.25,
2205257,0,changes to the official report,0.75,
2205373,0,agriculture committee and wheat board,0.25,
2205399,0,C.N.R. car repair depot in Hanna,0.25,
2205416,0,Trans-Canada pipe lines equity stock,0.25,
2205419,0,trans-Canada pipe line ownership,0.0,
2205428,0,tenderers for a project,0.0,
2205463,0,election campaign assertions,0.25,
2205481,0,previous government's departmental appointments,0.25,
2205487,0,bilingualism and biculturalism in Canada,0.0,
2205487,1,recognition of Canada's bilingual character,0.0,
2205487,2,English-speaking Canadians and Quebec's grievances,0.25,
2205487,3,royal commission on biculturalism and tax sharing,0.0,
2205487,4,federal-provincial revenue sharing and equalization,0.1,
2205487,5,teaching of French and bilingualism,0.0,
2205487,6,CBC French language broadcasting expansion,0.0,
2205487,7,language instruction and C.B.C. French network,0.0,
2205487,8,federal assistance for language laboratories,0.0,
2205487,9,bilingual instruction in provinces,0.25,
2205487,10,federal grants for universities,0.0,
2205487,11,federal financing of university capital grants,0.0,
2205487,12,federal assistance for Simon Fraser university,0.0,
2205487,13,municipal development and loan board,0.0,
2205492,0,municipal development and loan board,0.0,
2205492,1,member of parliament's motivation,0.0,
2205492,2,admiration for Prime Minister Pearson,0.0,
2205511,0,denial of attending dinner with Mr. Banks,0.5,
2205533,0,Canada-United States defence co-operation,0.0,
2205550,0,Canada's role in UN financial crisis,0.0,
2205562,0,TCA repair depot move from Winnipeg,0.0,
2205573,0,clarification of previous statements,0.75,
2205649,0,congratulations to minister,0.5,
2205656,0,federal government representatives at Indian affairs meeting,0.0,
2205656,1,predecessor's courtesies and band meetings,0.0,
2205684,0,congratulations to new Speaker and members,0.75,
2205684,1,representation of the constituency of Cartier,0.0,
2205684,2,immigrants and the multicultural nature of Canada,0.0,
2205684,3,immigration and its contribution to national greatness,0.0,
2205684,4,Albert Einstein and Enrico Fermi,0.0,
2205684,5,Canada's relationship with the United States,0.0,
2205684,6,Canada-US relations and defence,0.25,
2205684,7,Canada's international popularity and US relations,0.25,
2205684,8,Canada-US relations and nuclear deterrent,0.25,
2206141,0,Canada-US gas imports discussion,0.25,
2206153,0,strategic air command flights over Canada,0.0,
2206180,0,sugar prices and the canning industry,0.0,
2206249,0,air fares on the Atlantic route,0.0,
2206288,0,CBC radio broadcast about nuclear squadrons,0.25,
2206338,0,house seating plan,0.25,
2206345,0,parliamentary debate on defence policy,0.25,
2206345,1,defence committee terms of reference,0.25,
2206345,2,defence policy and committee discussion,0.25,
2206365,0,debate scope on committee referral,0.5,
2206421,0,paid statutory holidays legislation,0.0,
2206421,1,private member's bill introduction,0.25,
2206421,2,labour legislation and bargaining rights,0.0,
2206421,3,federal civil servants bargaining rights and minimum wage,0.0,
2206421,4,"revision of labour code, maximum hours of work",0.0,
2206421,5,job creation and labour legislation,0.1,
2206421,6,economic effects of bill on shipping and hospitals,0.0,
2206421,7,provincial labour standards holiday pay exceptions,0.0,
2206421,8,statutory holiday pay rates,0.0,
2206421,9,punitive pay for statutory holidays,0.0,
2206460,0,Canadian armed forces nuclear role in NATO,0.25,
2206471,0,defence policy discussion,0.25,
2206471,1,defence policy review,0.0,
2206513,0,Minister of National Defence's report,0.25,
2206513,1,defence committee mandate and party policies,0.5,
2206598,0,restrictive trade practices commission sugar industry,0.0,
2206610,0,Canada's contribution to UN peace keeping,0.0,
2206625,0,unemployment insurance for Canadian lumbermen,0.0,
2206635,0,CBC responsibility to parliament,0.25,
2206635,1,accountability of C.B.C. board of directors,0.0,
2206690,0,penitentiary construction schedule,0.25,
2206717,0,civil service postings and austerity,0.25,
2206746,0,appropriation for fiscal year 1964,0.0,
2206746,1,supplementary estimates for fiscal year 1964,0.0,
2206746,2,"appropriations for fiscal year ending March 31, 1964",0.0,
2206813,0,violation of rights,0.0,
2206813,1,advertising fairness and bill weaknesses,0.25,
2206813,2,advertising effectiveness and bill interpretation,0.0,
2206813,3,broadcasting act and human rights,0.25,
2206820,0,order of business,0.75,
2206895,0,university housing construction loans,0.0,
2206895,1,federal grants to classical colleges,0.0,
2206895,2,university funding and enrollment statistics,0.0,
2206895,3,federal grants to Quebec universities,0.0,
2206985,0,experimental farm for Thunder Bay area,0.0,
2207065,0,royal proclamation appointing arms of Canada,0.0,
2207075,0,bank interest charges and loan accounts,0.0,
2207092,0,chiropractic inclusion in medical care insurance,0.0,
2207096,0,acquisition of newspaper by director of investigation,0.0,
2207109,0,mental health and hospital funding,0.0,
2207143,0,federal-provincial technical and vocational training reimbursement,0.0,
2207176,0,radioactive fall-out monitoring program,0.0,
2207176,1,radiation dose from radioactive fall-out,0.0,
2207239,0,common law wife income tax and UI,0.0,
2207247,0,demolition of West Arichat light,0.0,
2207290,0,butter stocks and storage costs,0.0,
2207291,0,government butter and butter oil stocks and costs,0.0,
2207306,0,cabinet ministers' directorships,0.0,
2207436,0,tariff on sugar imports,0.0,
2207451,0,bread prices and sugar costs,0.0,
2207476,0,communist activities on university campuses,0.0,
2207476,1,RCMP information evaluation and dissemination,0.0,
2207476,2,RCMP role in departmental security,0.0,
2207492,0,Interim Supply,0.25,
2207539,0,Secretary of State's statements on Washington meeting,0.25,
2207539,1,abstention principle in external affairs,0.25,
2207545,0,budget speech and fiscal year estimates,0.25,
2207545,1,interim supply bill,0.25,
2207560,0,appeal body for dismissals from Her Majesty's forces,0.0,
2207560,1,qualifications of R.C.M.P. security personnel,0.0,
2207560,2,tribunal for individual cases,0.25,
2207560,3,board of appeal for security cases,0.25,
2207588,0,authority to borrow $1.5 billion,0.25,
2207592,0,government savings from loan issuance,0.0,
2207599,0,borrowing power in bill,0.25,
2207622,0,Canada-US trade relations,0.0,
2207629,0,extension of territorial waters,0.0,
2207680,0,fresh water fish marketing scheme,0.0,
2207690,0,US injunction on ship loading,0.0,
2207707,0,federal-provincial conference terms of reference,0.25,
2207720,0,trans-Canada highway layout on Montreal island,0.0,
2207773,0,smoking and lung cancer committee terms,0.0,
2207791,0,NHA interest rates and lending facilities,0.0,
2207871,0,renaming electoral district of Charlevoix,0.25,
2207871,1,representation act amendment for Charlevoix,0.25,
2207871,2,representation act and county history,0.25,
2207871,3,county of Charlevoix history and geography,0.0,
2207871,4,history of Charlevoix county,0.0,
2207871,5,Representation Act Charlevoix parishes,0.0,
2207871,6,history of Quebec place names,0.0,
2207871,7,historical figures and geography of Quebec,0.0,
2207871,8,marriage laws and electoral boundaries,0.5,
2207871,9,redistribution of ridings through a special committee,0.25,
2207880,0,constituency history and political leanings,0.25,
2207880,1,historical constituency name,0.25,
2207900,0,question of privilege,0.75,
2207900,1,personal attack on member,0.75,
2207901,0,comedian,0.75,
2207910,0,personal name confusion,0.75,
2207910,1,constituency name change,0.75,
2207923,0,appointment of Defence Committee,0.25,
2207923,1,NATO nuclear role criticism,0.25,
2207923,2,defence committee's role and independence,0.25,
2207923,3,Canada's role in NATO defence,0.0,
2207923,4,Canada's role in North American air defence,0.0,
2207923,5,NATO nuclear weapons and test ban pact,0.0,
2207923,6,disarmament and on-site inspections,0.0,
2207923,7,defence purchasing and civilian control of military,0.0,
2207927,0,Canada's defence policy and roles,0.0,
2207927,1,moral issue of nuclear arms,0.0,
2207927,2,nuclear weapons and civilian populations,0.0,
2207927,3,Canada's role in nuclear disarmament,0.1,
2207944,0,order of business for economic council bill,0.5,
2207956,0,Columbia River treaty arrangements,0.25,
2207956,1,provincial representation in federal negotiations,0.0,
2207956,2,Columbia River power development,0.0,
2208005,0,sewage disposal systems for cabin cruisers,0.0,
2208045,0,Fraser river flood fund,0.25,
2208056,0,suspension of Lake Union Air Service licence,0.0,
2208070,0,uranium industry development and Milliken lake mine,0.0,
2208132,0,Canadian wheat board mission to Hong Kong,0.0,
2208331,0,return of confiscated landing papers,0.0,
2208344,0,representation of native people at world fair,0.0,
2208417,0,Royal Military College suggestions,0.25,
2208421,0,private members' hour time allocation,0.75,
2208425,0,National Housing Act mortgage provisions,0.0,
2208425,1,National Housing Act home purchase provisions,0.0,
2208425,2,National Housing Act financing for new homes,0.0,
2208425,3,National Housing Act financing for urban dwellings,0.0,
2208425,4,housing discrimination and suburban sprawl,0.0,
2208425,5,municipal financing for new housing and schools,0.0,
2208425,6,young people buying houses,0.0,
2208425,7,mortgage terms for young homeowners,0.0,
2208425,8,NHA financing for older homes,0.0,
2208425,9,National Housing Act mortgage interest rates,0.0,
2208425,10,home financing and urban housing,0.0,
2208425,11,National Housing Act home financing,0.0,
2208425,12,referral of resolution to committee,0.5,
2208425,13,private members' business in the house,0.75,
2208428,0,housing affordability and mortgage interest rates,0.0,
2208428,1,housing mobility and financing,0.0,
2208428,2,"old and new houses, unemployment",0.0,
2208428,3,housing legislation and unemployment policy,0.0,
2208428,4,housing policy and employment in construction,0.0,
2208428,5,housing loans and home improvement insurance,0.0,
2208428,6,Central Mortgage and Housing Corporation housing projects,0.0,
2208428,7,National Housing Act financing and programs,0.0,
2208428,8,housing act and employment creation,0.0,
2208428,9,government measures to solve unemployment,0.0,
2208428,10,housing loans for older homes,0.0,
2208428,11,housing finance and employment,0.0,
2208928,0,German industrialists and cold war campaign,0.0,
2208982,0,representation of native people at world fair,0.0,
2209049,0,investigation into dismissal from air force,0.0,
2209077,0,General Speidel's wartime actions,0.0,
2209077,1,Canadian troops in Germany,0.0,
2209077,2,defence expenditure and NATO contribution,0.0,
2209077,3,Canada's role in world peace and nuclear weapons,0.0,
2209077,4,Canada's nuclear weapons commitment,0.0,
2209081,0,civilian authority over military policy,0.25,
2209081,1,Canada's role in world peace,0.0,
2209113,0,party representation and inclusivity,0.25,
2209113,1,protection for smaller economic segments,0.0,
2209181,0,order of business,0.75,
2209208,0,Harvard training aircraft phase-out,0.25,
2209208,1,RCAF Tutor jet trainers,0.0,
2209249,0,north Pacific treaty convention,0.0,
2209281,0,Canada-US fishing rights and 12-mile limit,0.25,
2209284,0,fishery extension program consultation,0.0,
2209424,0,defence policy and committee information,0.0,
2209424,1,national security and classified information,0.0,
2209430,0,defence policy and foreign policy relationship,0.0,
2209430,1,"NATO defence, foreign and trade policy",0.0,
2209430,2,defence policy and nuclear arms,0.0,
2209430,3,NATO strategic nuclear deterrent,0.0,
2209430,4,NATO tactical nuclear deterrent,0.0,
2209430,5,tactical nuclear deterrent for North Atlantic alliance,0.0,
2209430,6,NATO conventional shield and tactical deterrent,0.0,
2209430,7,NATO nuclear and conventional capabilities,0.0,
2209448,0,minister of national defence statement,0.0,
2209448,1,Canadian government undertakings and pledges,0.0,
2209448,2,CF-104 aircraft re-equipment for NATO,0.0,
2209454,0,CF-104 nuclear capability,0.25,
2209516,0,establishment of economic council of Canada,0.25,
2209596,0,announcements made in parliament,0.5,
2209598,0,contributory and portable pensions,0.0,
2209604,0,unemployment and government programs,0.0,
2209604,1,federal-provincial training programs,0.0,
2209604,2,winter house building incentive plan,0.25,
2209604,3,housing purchase winter works program,0.0,
2209604,4,unemployment and government action,0.0,
2209604,5,unemployment rate reduction policies,0.0,
2209643,0,Canadian Disaster Relief Fund financial report,0.0,
2209643,1,disaster relief fund principles,0.0,
2209648,0,departmental action on cigarette smoking,0.0,
2209661,0,NATO air training advisory group visit,0.0,
2209661,1,Canadian air force delegation visit,0.0,
2209744,0,federal lime subsidy payments,0.0,
2209911,0,construction of building,0.25,
2209942,0,Canadian image abroad and university service,0.0,
2209942,1,Canada's international reputation and teacher exchange programs,0.0,
2209942,2,Canadian university service overseas organization support,0.0,
2209967,0,federal department of industry and provincial jurisdiction,0.25,
2209967,1,provincial jurisdiction and new department,0.25,
2209967,2,processing raw materials domestically,0.0,
2209967,3,economic development for Quebec and Maritimes,0.0,
2209967,4,defence industry development in Quebec,0.0,
2209967,5,support for the Canadian textile industry,0.0,
2209967,6,Canadian ownership of the textile industry,0.0,
2209967,7,promotion and protection of the textile industry,0.0,
2209967,8,foreign ownership of Canadian industries,0.0,
2209967,9,foreign ownership of Canadian businesses,0.1,
2209967,10,tariffs and foreign ownership of Canadian industry,0.25,
2209967,11,metric system and trade,0.0,
2209967,12,metric system adoption for trade and education,0.0,
2209969,0,continuing debate on National Defence Committee,0.75,
2210069,0,winter house construction bonus,0.0,
2210094,0,question period procedure,0.75,
2210113,0,drought relief for cattle industry,0.0,
2210119,0,"Trans-Canada Highway Act, Quebec expressway",0.0,
2210219,0,revolving fund for municipal services,0.0,
2210238,0,budget debate timing,0.5,
2210276,0,Canadian National Railways yard operations,0.0,
2210276,1,Winnipeg hump yard operations and economies,0.0,
2210364,0,legal services for Central Mortgage and Housing Corporation,0.0,
2210455,0,production of railway documents,0.75,
2210459,0,taxation of home purchase payments,0.0,
2210526,0,Canadair limited senior technical staff reorganization,0.0,
2210526,1,security status of Mr. Geddes,0.0,
2210551,0,Canada-US air defence agreement,0.0,
2210551,1,NORAD agreement air defence training,0.0,
2210661,0,Suffield research station grazing land,0.0,
2210661,1,emergency grazing and hay for drought-stricken ranchers,0.0,
2210750,0,UN costs and USSR restrictions,0.0,
2210750,1,UN peace making machinery financing,0.0,
2210773,0,government policy on smoking and cancer,0.0,
